Market_Size,Growth_Rate,Product_Type,Price_Range,Geography,Age_Group,Gender,Income_Level,Location,Preferred_Product_Type,Purchase_Channel,Purchase_Frequency,Trending_Ingredients,Key_Players,Avg_Rating,Social_Media_Sentiment,Region,Market_Forecast,Opportunities
664000000,19.673120624887,Skincare,Mid-range,Global,35-44,Female,High,Rural,Face Creams,Online,4,Turmeric,Brand B,2.4,-0.96,Asia,833000000,Expansion in Asia
186000000,18.0205446660922,Skincare,Premium,Global,35-44,Male,Middle,Rural,Soaps,Offline,6,Aloe Vera,Brand A,4.3,0.34,Asia,1996000000,Expansion in Asia
312000000,14.1034348015927,Makeup,Budget,Global,18-24,Prefer not to say,Middle,Rural,Face Creams,Online,2,Aloe Vera,Brand C,3.9,-0.1,North America,1599000000,Sustainability Focus
558000000,14.2936802673292,Haircare,Premium,Regional,35-44,Male,High,Suburban,Hair Oils,Online,5,Coconut Oil,Brand A,4.9,-0.16,North America,1527000000,New Product Lines
942000000,13.0332128983312,Haircare,Budget,Country-Specific,45-54,Non-binary,Low,Rural,Conditioners,Physical Stores,6,Neem,Brand C,1.4,-0.38,Europe,804000000,Sustainability Focus
770000000,11.2241072328411,Haircare,Premium,Global,55+,Male,Middle,Rural,Conditioners,Online,10,Turmeric,Brand B,4,0.91,Africa,1411000000,Sustainability Focus
503000000,17.4921604281115,Haircare,Mid-range,Country-Specific,45-54,Female,Middle,Rural,Soaps,Offline,10,Aloe Vera,Brand B,3.3,-0.4,South America,1901000000,Expansion in Asia
637000000,8.44399002202311,Makeup,Mid-range,Country-Specific,55+,Female,Low,Rural,Hair Oils,E-commerce Platform,3,Neem,Brand A,3.3,0.12,Asia,644000000,New Product Lines
760000000,13.1431302684899,Haircare,Premium,Country-Specific,45-54,Female,High,Suburban,Soaps,E-commerce Platform,1,Aloe Vera,Brand B,4.3,0.84,South America,1968000000,New Product Lines
421000000,7.34570919262409,Haircare,Mid-range,Global,55+,Male,Low,Urban,Soaps,Physical Stores,3,Rose Water,Brand B,1.8,-0.81,Asia,1865000000,Expansion in Asia
798000000,17.5203274543876,Haircare,Budget,Country-Specific,45-54,Non-binary,Low,Rural,Shampoos,Physical Stores,7,Rose Water,Brand C,2.3,0.91,Asia,1604000000,Expansion in Asia
214000000,19.6556263348372,Haircare,Mid-range,Country-Specific,18-24,Male,High,Urban,Conditioners,Offline,11,Rose Water,Brand B,4,0.32,North America,1471000000,Sustainability Focus
916000000,13.4058944285275,Makeup,Premium,Country-Specific,25-34,Female,High,Urban,Soaps,Online,8,Rose Water,Brand C,3.1,-0.09,North America,1339000000,Sustainability Focus
407000000,7.5565550111911,Haircare,Premium,Regional,45-54,Non-binary,Middle,Suburban,Soaps,Offline,5,Coconut Oil,Brand A,1.2,-0.23,Africa,930000000,Sustainability Focus
891000000,5.7512304610925,Skincare,Budget,Country-Specific,55+,Non-binary,High,Suburban,Shampoos,Physical Stores,3,Turmeric,Brand B,2,-0.65,Asia,1836000000,Sustainability Focus
390000000,16.7494173542513,Makeup,Mid-range,Country-Specific,18-24,Prefer not to say,Low,Rural,Shampoos,Offline,10,Neem,Brand B,3.1,-0.11,Africa,1577000000,Sustainability Focus
808000000,18.8332514506986,Makeup,Mid-range,Global,25-34,Prefer not to say,Low,Urban,Soaps,Offline,2,Aloe Vera,Brand B,4.3,-0.46,Asia,1313000000,Expansion in Asia
440000000,18.5560105008895,Makeup,Mid-range,Global,35-44,Male,High,Rural,Soaps,Physical Stores,8,Rose Water,Brand B,2.2,0.13,South America,1324000000,Expansion in Asia
960000000,8.80499308655694,Makeup,Budget,Global,45-54,Female,Middle,Rural,Face Creams,Offline,11,Turmeric,Brand B,2.7,0.44,North America,1309000000,New Product Lines
510000000,7.1599393857275,Makeup,Mid-range,Global,35-44,Female,Low,Suburban,Shampoos,Physical Stores,6,Coconut Oil,Brand B,4.7,-0.98,South America,724000000,New Product Lines
450000000,18.0135327432658,Makeup,Budget,Global,18-24,Male,Middle,Rural,Hair Oils,Online,4,Coconut Oil,Brand D,2.3,-0.21,North America,833000000,Expansion in Asia
694000000,16.4169440871719,Skincare,Budget,Country-Specific,45-54,Non-binary,Low,Urban,Soaps,E-commerce Platform,1,Turmeric,Brand B,1.4,0.61,Africa,1112000000,Sustainability Focus
385000000,19.0495134566369,Haircare,Budget,Country-Specific,35-44,Female,Middle,Rural,Conditioners,E-commerce Platform,11,Coconut Oil,Brand B,1.1,-0.45,South America,1956000000,Sustainability Focus
503000000,5.84363382596592,Skincare,Premium,Country-Specific,25-34,Prefer not to say,Middle,Urban,Hair Oils,Online,9,Coconut Oil,Brand D,1.7,-0.25,Africa,1999000000,Sustainability Focus
103000000,18.8831557295502,Makeup,Premium,Country-Specific,25-34,Female,Low,Rural,Conditioners,Online,6,Aloe Vera,Brand D,2.5,0.35,Europe,735000000,New Product Lines
454000000,13.4945972312116,Haircare,Premium,Global,55+,Prefer not to say,Middle,Suburban,Face Creams,Physical Stores,9,Coconut Oil,Brand D,4.1,-0.27,North America,763000000,New Product Lines
802000000,10.8224257262182,Haircare,Premium,Regional,55+,Non-binary,Middle,Suburban,Hair Oils,Online,11,Coconut Oil,Brand B,4.5,-0.7,South America,842000000,New Product Lines
590000000,18.1536083982059,Haircare,Budget,Country-Specific,18-24,Non-binary,High,Suburban,Conditioners,Online,3,Turmeric,Brand A,4.6,-0.1,Africa,1171000000,New Product Lines
264000000,9.96297685977243,Makeup,Budget,Regional,18-24,Non-binary,Middle,Suburban,Soaps,Online,2,Coconut Oil,Brand A,4.5,0.77,Africa,1387000000,New Product Lines
265000000,10.4614319358017,Haircare,Premium,Regional,45-54,Male,Low,Urban,Shampoos,Physical Stores,1,Aloe Vera,Brand A,3.8,0.54,North America,736000000,Sustainability Focus
552000000,19.6779358490458,Haircare,Premium,Regional,45-54,Female,High,Rural,Face Creams,Online,9,Rose Water,Brand B,2.6,-0.75,Asia,1878000000,Expansion in Asia
809000000,18.2071124352861,Skincare,Budget,Regional,35-44,Non-binary,Middle,Rural,Soaps,Online,1,Rose Water,Brand A,1.2,-0.61,North America,1614000000,Sustainability Focus
238000000,15.3877440724803,Haircare,Premium,Country-Specific,25-34,Male,Middle,Suburban,Hair Oils,E-commerce Platform,5,Rose Water,Brand D,3.4,0.7,Europe,616000000,New Product Lines
501000000,15.1563904754555,Makeup,Budget,Regional,55+,Prefer not to say,Middle,Urban,Shampoos,Physical Stores,8,Coconut Oil,Brand C,3,0.13,Asia,1541000000,Sustainability Focus
230000000,8.40426180345506,Skincare,Mid-range,Global,55+,Male,Middle,Rural,Conditioners,Online,11,Aloe Vera,Brand C,2.2,-0.48,South America,1983000000,New Product Lines
663000000,16.213746332199,Haircare,Premium,Global,55+,Female,Low,Suburban,Conditioners,Online,1,Rose Water,Brand B,4.2,0.62,Europe,1680000000,New Product Lines
140000000,12.951383760183,Haircare,Budget,Regional,55+,Non-binary,High,Rural,Soaps,E-commerce Platform,8,Turmeric,Brand C,3.2,-0.08,Europe,700000000,Expansion in Asia
926000000,14.8870387138863,Makeup,Premium,Regional,55+,Prefer not to say,Middle,Suburban,Face Creams,E-commerce Platform,11,Rose Water,Brand C,3,-0.31,Africa,766000000,Expansion in Asia
130000000,11.0470203621058,Skincare,Premium,Country-Specific,35-44,Male,Middle,Urban,Soaps,Physical Stores,6,Neem,Brand C,4.8,0.64,North America,1852000000,Sustainability Focus
674000000,17.6997165142368,Skincare,Budget,Regional,35-44,Female,High,Suburban,Hair Oils,E-commerce Platform,4,Rose Water,Brand A,3.4,0.99,Asia,874000000,New Product Lines
515000000,5.29607126930941,Makeup,Mid-range,Regional,25-34,Prefer not to say,High,Urban,Face Creams,Offline,8,Turmeric,Brand C,3.4,-0.01,Europe,1765000000,Sustainability Focus
703000000,9.58123097215258,Makeup,Budget,Global,18-24,Prefer not to say,High,Suburban,Soaps,Online,9,Neem,Brand C,1.2,0.69,South America,1962000000,Sustainability Focus
317000000,10.45614592628,Skincare,Mid-range,Global,25-34,Female,Low,Urban,Shampoos,Offline,5,Rose Water,Brand B,4.2,-0.49,Africa,1014000000,Sustainability Focus
808000000,14.0326508899951,Makeup,Mid-range,Country-Specific,18-24,Non-binary,Middle,Suburban,Conditioners,Physical Stores,5,Coconut Oil,Brand A,2.9,0.74,North America,1417000000,Sustainability Focus
785000000,11.8386574197806,Skincare,Budget,Regional,45-54,Prefer not to say,Low,Suburban,Face Creams,E-commerce Platform,5,Rose Water,Brand B,1.8,-0.64,Africa,1334000000,Sustainability Focus
797000000,10.4369039351572,Haircare,Mid-range,Global,35-44,Prefer not to say,Low,Rural,Conditioners,Offline,2,Aloe Vera,Brand C,1.4,0.67,Asia,1203000000,New Product Lines
921000000,14.0057191989691,Haircare,Premium,Country-Specific,25-34,Male,High,Suburban,Conditioners,Online,9,Aloe Vera,Brand C,1.9,0.2,Europe,983000000,Sustainability Focus
899000000,5.27457747073327,Skincare,Premium,Regional,45-54,Prefer not to say,High,Suburban,Face Creams,Physical Stores,6,Neem,Brand A,2.5,-0.46,North America,787000000,New Product Lines
786000000,14.006181585146,Skincare,Budget,Regional,35-44,Prefer not to say,High,Rural,Soaps,Online,1,Neem,Brand B,4.4,0.67,South America,603000000,Expansion in Asia
546000000,9.98269085212511,Skincare,Budget,Regional,35-44,Male,Low,Rural,Shampoos,Physical Stores,5,Aloe Vera,Brand A,2.5,-0.13,Europe,1778000000,New Product Lines
564000000,11.7439386342109,Haircare,Mid-range,Country-Specific,35-44,Non-binary,Low,Suburban,Soaps,Physical Stores,11,Turmeric,Brand B,3.7,0.36,Africa,1834000000,Expansion in Asia
502000000,10.8709101037969,Skincare,Budget,Country-Specific,55+,Male,Middle,Urban,Conditioners,Physical Stores,3,Rose Water,Brand D,4.6,-0.05,North America,1419000000,Sustainability Focus
265000000,18.4046950658648,Skincare,Budget,Country-Specific,35-44,Female,Middle,Suburban,Face Creams,Physical Stores,1,Neem,Brand B,2.4,-0.21,Africa,594000000,New Product Lines
898000000,12.6013176102387,Makeup,Budget,Global,55+,Female,High,Rural,Conditioners,Online,10,Rose Water,Brand D,3,-0.21,South America,1286000000,Sustainability Focus
804000000,16.4086706883513,Makeup,Budget,Global,18-24,Female,High,Rural,Face Creams,E-commerce Platform,8,Aloe Vera,Brand C,2.1,-0.77,Africa,1217000000,Sustainability Focus
856000000,12.5693592215188,Skincare,Budget,Regional,35-44,Male,Middle,Urban,Hair Oils,Online,7,Turmeric,Brand B,3.9,-0.38,Asia,512000000,Expansion in Asia
150000000,16.0712631400933,Makeup,Budget,Regional,45-54,Female,Low,Urban,Face Creams,E-commerce Platform,10,Aloe Vera,Brand A,4.9,0.75,Europe,1022000000,Expansion in Asia
368000000,17.333342382985,Makeup,Mid-range,Regional,25-34,Male,High,Urban,Soaps,E-commerce Platform,7,Neem,Brand D,1.9,-0.78,South America,1465000000,New Product Lines
430000000,10.496131792194,Makeup,Premium,Global,25-34,Prefer not to say,High,Urban,Face Creams,Online,11,Rose Water,Brand C,4.6,0.08,Asia,1675000000,New Product Lines
332000000,12.4600851618462,Skincare,Mid-range,Regional,35-44,Non-binary,Low,Rural,Soaps,E-commerce Platform,4,Coconut Oil,Brand B,1.5,0.61,South America,1590000000,Expansion in Asia
733000000,6.57476842922988,Skincare,Budget,Regional,35-44,Non-binary,Middle,Urban,Conditioners,Physical Stores,11,Turmeric,Brand A,1.1,0.04,South America,1084000000,Expansion in Asia
418000000,10.1807254403721,Haircare,Premium,Country-Specific,45-54,Prefer not to say,Low,Suburban,Shampoos,E-commerce Platform,11,Turmeric,Brand B,3,0.42,Asia,640000000,New Product Lines
453000000,10.8432438679738,Skincare,Premium,Country-Specific,25-34,Male,Low,Suburban,Soaps,Offline,5,Rose Water,Brand D,1.7,0.44,Africa,1958000000,New Product Lines
368000000,10.6022604268238,Skincare,Premium,Country-Specific,35-44,Prefer not to say,High,Urban,Conditioners,Online,8,Rose Water,Brand C,4.7,-0.38,Europe,1469000000,New Product Lines
922000000,11.1351608373795,Makeup,Premium,Regional,25-34,Male,Low,Rural,Face Creams,Physical Stores,9,Rose Water,Brand C,3.7,0.39,Africa,1486000000,New Product Lines
863000000,18.987450842043,Makeup,Budget,Global,25-34,Female,Low,Suburban,Hair Oils,Offline,7,Rose Water,Brand A,3.5,-0.65,Africa,1298000000,Expansion in Asia
544000000,6.56338711501372,Makeup,Budget,Country-Specific,25-34,Non-binary,Middle,Suburban,Conditioners,Offline,4,Aloe Vera,Brand C,2.6,-0.37,Europe,1751000000,New Product Lines
967000000,9.14077627882141,Skincare,Mid-range,Regional,35-44,Non-binary,Low,Urban,Shampoos,Physical Stores,7,Aloe Vera,Brand C,4.7,-0.49,South America,892000000,Expansion in Asia
954000000,12.5807658827436,Makeup,Premium,Global,45-54,Female,Middle,Suburban,Hair Oils,E-commerce Platform,9,Neem,Brand A,1.2,0.73,Europe,1407000000,Expansion in Asia
315000000,14.6448884884625,Haircare,Premium,Global,18-24,Non-binary,Low,Suburban,Face Creams,Physical Stores,5,Rose Water,Brand A,5,-0.07,Europe,1240000000,New Product Lines
620000000,13.7912286873313,Skincare,Budget,Regional,35-44,Male,Middle,Urban,Conditioners,E-commerce Platform,1,Neem,Brand A,4,-0.42,Asia,681000000,New Product Lines
773000000,8.15372489920057,Skincare,Premium,Global,45-54,Female,High,Rural,Face Creams,Offline,10,Aloe Vera,Brand C,4.5,-0.55,North America,689000000,New Product Lines
410000000,5.11552211312765,Makeup,Budget,Country-Specific,18-24,Female,Middle,Urban,Hair Oils,Online,10,Turmeric,Brand A,2.8,0.46,Asia,1458000000,New Product Lines
142000000,10.9058210643655,Haircare,Budget,Global,45-54,Prefer not to say,Low,Rural,Hair Oils,Offline,8,Coconut Oil,Brand B,2.8,0.61,Europe,1534000000,Expansion in Asia
868000000,14.3097949253161,Makeup,Premium,Country-Specific,45-54,Female,High,Suburban,Face Creams,E-commerce Platform,10,Turmeric,Brand C,3.1,1,Asia,765000000,Sustainability Focus
888000000,7.78167399648567,Makeup,Mid-range,Regional,35-44,Prefer not to say,High,Suburban,Face Creams,E-commerce Platform,2,Coconut Oil,Brand A,3.6,0.4,Europe,903000000,New Product Lines
740000000,14.1650083325354,Skincare,Budget,Country-Specific,55+,Female,Low,Urban,Soaps,Online,4,Aloe Vera,Brand B,1.1,0.81,Europe,699000000,Sustainability Focus
566000000,6.50614171204509,Haircare,Premium,Global,35-44,Non-binary,Middle,Urban,Face Creams,Offline,8,Coconut Oil,Brand A,2.1,0.98,Africa,737000000,New Product Lines
261000000,16.7440565512653,Haircare,Mid-range,Regional,55+,Non-binary,High,Suburban,Soaps,Physical Stores,7,Turmeric,Brand C,3.9,-0.33,Europe,1710000000,Expansion in Asia
478000000,11.8946025133265,Skincare,Premium,Global,45-54,Male,Middle,Suburban,Conditioners,Physical Stores,6,Neem,Brand D,2.5,-0.29,North America,1577000000,New Product Lines
352000000,9.04225308592611,Haircare,Budget,Global,18-24,Female,Low,Urban,Hair Oils,E-commerce Platform,7,Turmeric,Brand B,2.2,-0.99,Africa,886000000,New Product Lines
451000000,17.4822530865402,Skincare,Budget,Country-Specific,25-34,Female,Low,Rural,Face Creams,Online,2,Turmeric,Brand D,3.9,-0.94,North America,1480000000,Expansion in Asia
760000000,19.4836656648643,Skincare,Budget,Global,55+,Male,Low,Urban,Conditioners,Online,9,Turmeric,Brand C,4.4,0.84,Asia,972000000,Sustainability Focus
123000000,5.90766027021324,Makeup,Budget,Regional,18-24,Male,Low,Urban,Face Creams,Online,9,Turmeric,Brand A,3.7,0.36,Africa,956000000,Expansion in Asia
538000000,8.63968877910238,Skincare,Premium,Country-Specific,55+,Prefer not to say,Middle,Suburban,Soaps,E-commerce Platform,10,Neem,Brand D,4.7,0.26,North America,1393000000,Expansion in Asia
550000000,7.18264734838647,Skincare,Budget,Regional,35-44,Non-binary,Low,Urban,Shampoos,Offline,4,Coconut Oil,Brand D,1.2,0.96,Europe,1094000000,Expansion in Asia
265000000,17.2350505371686,Haircare,Premium,Global,25-34,Prefer not to say,Middle,Urban,Conditioners,E-commerce Platform,11,Aloe Vera,Brand C,2.6,-0.6,Europe,1677000000,Sustainability Focus
974000000,16.9464926444142,Skincare,Premium,Regional,45-54,Female,High,Suburban,Conditioners,E-commerce Platform,10,Turmeric,Brand C,4.7,0.01,South America,1980000000,Sustainability Focus
734000000,8.63194280069055,Skincare,Mid-range,Country-Specific,18-24,Male,Middle,Suburban,Hair Oils,Offline,1,Neem,Brand C,3.5,-1,North America,1916000000,Sustainability Focus
269000000,10.6736165461853,Haircare,Mid-range,Global,35-44,Prefer not to say,Middle,Suburban,Shampoos,Offline,2,Aloe Vera,Brand A,1.1,0.4,Asia,1813000000,New Product Lines
275000000,7.60620548746169,Skincare,Premium,Global,55+,Prefer not to say,Middle,Suburban,Soaps,Physical Stores,6,Rose Water,Brand B,1.7,0.8,North America,1542000000,Expansion in Asia
408000000,11.6297127955336,Skincare,Budget,Global,25-34,Non-binary,Middle,Suburban,Face Creams,Online,5,Neem,Brand D,3.2,-0.14,South America,658000000,Expansion in Asia
829000000,6.67951474771887,Skincare,Mid-range,Regional,25-34,Female,High,Suburban,Hair Oils,E-commerce Platform,10,Turmeric,Brand B,2.8,0.68,North America,558000000,Sustainability Focus
909000000,9.49511741262294,Haircare,Mid-range,Regional,55+,Prefer not to say,Middle,Urban,Face Creams,E-commerce Platform,7,Turmeric,Brand B,4.4,-0.53,North America,759000000,New Product Lines
805000000,19.2810647628347,Haircare,Premium,Regional,45-54,Female,Low,Urban,Hair Oils,E-commerce Platform,9,Rose Water,Brand D,1.6,0.6,Africa,1253000000,Expansion in Asia
324000000,6.03025343066029,Skincare,Budget,Regional,45-54,Non-binary,Low,Rural,Soaps,E-commerce Platform,10,Aloe Vera,Brand B,1.1,0.09,North America,1839000000,Expansion in Asia
886000000,15.5371394576185,Skincare,Premium,Regional,45-54,Male,High,Urban,Hair Oils,Online,8,Neem,Brand C,1.1,-0.36,North America,898000000,Expansion in Asia
251000000,10.9481946514744,Haircare,Premium,Country-Specific,25-34,Female,Low,Rural,Conditioners,E-commerce Platform,5,Neem,Brand D,2.9,0.06,South America,1826000000,Expansion in Asia
507000000,17.6148345853147,Haircare,Premium,Regional,25-34,Prefer not to say,High,Suburban,Soaps,E-commerce Platform,3,Turmeric,Brand C,2.5,-0.19,Europe,1712000000,Expansion in Asia
227000000,10.1147271034375,Makeup,Mid-range,Global,25-34,Prefer not to say,Middle,Urban,Soaps,Online,5,Rose Water,Brand B,4.8,-0.28,South America,588000000,New Product Lines
728000000,16.0609484688868,Makeup,Budget,Regional,45-54,Prefer not to say,Middle,Suburban,Conditioners,Offline,3,Aloe Vera,Brand D,4,0.53,Europe,716000000,Sustainability Focus
627000000,12.914244563102,Makeup,Budget,Country-Specific,25-34,Prefer not to say,Low,Urban,Hair Oils,Online,3,Rose Water,Brand D,3.1,-0.4,North America,1903000000,New Product Lines
380000000,6.04599238288273,Skincare,Mid-range,Regional,55+,Non-binary,High,Rural,Face Creams,Offline,11,Coconut Oil,Brand C,3.3,0.37,Asia,1558000000,New Product Lines
230000000,13.0435439551329,Haircare,Budget,Country-Specific,18-24,Female,Low,Rural,Shampoos,Online,8,Coconut Oil,Brand C,3.6,-0.29,South America,1376000000,Expansion in Asia
774000000,8.04173747208545,Skincare,Premium,Regional,45-54,Male,Middle,Urban,Shampoos,Physical Stores,3,Aloe Vera,Brand D,2.8,-0.2,Europe,1498000000,Expansion in Asia
123000000,15.5105879982806,Haircare,Budget,Regional,45-54,Prefer not to say,Middle,Urban,Conditioners,Offline,4,Turmeric,Brand C,4.9,0.63,South America,1821000000,New Product Lines
469000000,7.77807312783138,Makeup,Mid-range,Regional,18-24,Prefer not to say,Middle,Suburban,Face Creams,Offline,8,Neem,Brand D,1.3,-0.27,Europe,1068000000,Expansion in Asia
109000000,13.5994668114793,Skincare,Mid-range,Global,55+,Non-binary,Middle,Urban,Conditioners,Physical Stores,10,Rose Water,Brand D,2.5,0.38,South America,1206000000,Expansion in Asia
590000000,10.7039315930341,Haircare,Premium,Global,55+,Prefer not to say,High,Urban,Soaps,E-commerce Platform,11,Aloe Vera,Brand C,4.7,-0.57,North America,567000000,Sustainability Focus
186000000,11.9806917719708,Makeup,Budget,Global,35-44,Female,Low,Rural,Conditioners,Physical Stores,6,Aloe Vera,Brand A,4.6,-0.6,Asia,1219000000,New Product Lines
903000000,13.4508626138757,Haircare,Premium,Global,45-54,Prefer not to say,High,Urban,Conditioners,E-commerce Platform,5,Turmeric,Brand D,4.9,-0.3,Africa,1011000000,Sustainability Focus
514000000,12.5281395060683,Haircare,Mid-range,Global,45-54,Non-binary,Middle,Urban,Conditioners,Offline,6,Coconut Oil,Brand C,3,0.62,South America,1675000000,Sustainability Focus
912000000,10.0310428945881,Makeup,Premium,Regional,25-34,Non-binary,Middle,Urban,Hair Oils,E-commerce Platform,11,Turmeric,Brand B,2,-0.21,Asia,513000000,New Product Lines
846000000,12.0662250971888,Haircare,Premium,Global,55+,Male,Low,Rural,Face Creams,Physical Stores,4,Turmeric,Brand B,2.8,0.54,Europe,1542000000,Sustainability Focus
549000000,12.6585828149502,Haircare,Mid-range,Regional,35-44,Female,Low,Suburban,Soaps,Offline,8,Aloe Vera,Brand D,2.6,-0.31,Europe,1192000000,Sustainability Focus
551000000,6.63320653910944,Haircare,Mid-range,Country-Specific,25-34,Female,Middle,Urban,Shampoos,Physical Stores,4,Neem,Brand B,1,0.75,Africa,611000000,Sustainability Focus
578000000,19.6308024818109,Makeup,Premium,Global,25-34,Prefer not to say,Low,Suburban,Shampoos,Online,4,Rose Water,Brand A,4.8,-0.55,South America,946000000,Sustainability Focus
387000000,10.6575179137851,Haircare,Mid-range,Global,55+,Non-binary,Middle,Rural,Shampoos,E-commerce Platform,1,Coconut Oil,Brand D,2.3,-0.94,Asia,1771000000,New Product Lines
223000000,8.11791711772537,Makeup,Budget,Regional,25-34,Non-binary,Middle,Suburban,Conditioners,Physical Stores,1,Neem,Brand D,2.5,0.96,South America,1042000000,Expansion in Asia
528000000,15.3986355611284,Skincare,Mid-range,Global,55+,Male,Low,Suburban,Shampoos,Online,2,Turmeric,Brand A,3.1,-0.24,Africa,1765000000,New Product Lines
280000000,15.4946654057646,Skincare,Budget,Regional,45-54,Non-binary,Middle,Rural,Shampoos,Online,5,Turmeric,Brand C,3.2,-0.39,South America,1258000000,Expansion in Asia
130000000,10.8375907272977,Skincare,Budget,Regional,35-44,Female,Middle,Suburban,Hair Oils,E-commerce Platform,4,Neem,Brand A,1.9,-0.09,South America,572000000,Expansion in Asia
316000000,9.11205235877667,Makeup,Premium,Global,25-34,Male,Middle,Urban,Hair Oils,Offline,5,Turmeric,Brand C,4.7,0.99,Africa,1939000000,Sustainability Focus
493000000,15.8472813860183,Makeup,Premium,Regional,25-34,Male,High,Rural,Shampoos,Offline,3,Rose Water,Brand A,2.3,-0.41,Europe,1734000000,Sustainability Focus
801000000,14.8333473413801,Makeup,Mid-range,Regional,55+,Male,Middle,Rural,Conditioners,Physical Stores,2,Aloe Vera,Brand B,3.1,0.95,Africa,1179000000,New Product Lines
631000000,10.3425223763172,Skincare,Budget,Country-Specific,35-44,Male,Low,Rural,Face Creams,Online,1,Neem,Brand D,4.9,0.08,Africa,657000000,Expansion in Asia
608000000,8.35049555855025,Skincare,Premium,Country-Specific,18-24,Male,Low,Urban,Face Creams,E-commerce Platform,4,Turmeric,Brand B,2.5,0.48,North America,1824000000,Expansion in Asia
766000000,19.1383144899176,Skincare,Budget,Country-Specific,55+,Female,Low,Suburban,Conditioners,E-commerce Platform,5,Aloe Vera,Brand B,4.9,0.66,North America,1827000000,Sustainability Focus
256000000,16.5766836891902,Haircare,Budget,Regional,45-54,Male,Middle,Urban,Soaps,Online,10,Neem,Brand B,2.5,0.67,Europe,1022000000,New Product Lines
817000000,6.6598830733212,Skincare,Budget,Country-Specific,45-54,Female,High,Suburban,Conditioners,Offline,8,Turmeric,Brand C,4.5,0.88,North America,1193000000,Expansion in Asia
249000000,19.2124728505645,Haircare,Mid-range,Regional,45-54,Prefer not to say,Middle,Suburban,Hair Oils,Physical Stores,10,Turmeric,Brand C,4.1,-0.42,South America,1897000000,Expansion in Asia
396000000,6.10337648324057,Makeup,Budget,Country-Specific,55+,Prefer not to say,Low,Suburban,Face Creams,E-commerce Platform,1,Turmeric,Brand A,4.3,0.25,North America,850000000,New Product Lines
323000000,10.2896904414123,Makeup,Premium,Country-Specific,35-44,Non-binary,High,Rural,Face Creams,E-commerce Platform,8,Neem,Brand D,4.4,0.64,Africa,1447000000,Expansion in Asia
765000000,19.6331691349994,Makeup,Budget,Country-Specific,55+,Female,High,Suburban,Shampoos,Online,8,Neem,Brand A,3.1,0.55,Africa,802000000,Expansion in Asia
926000000,7.83503008634312,Haircare,Budget,Regional,35-44,Non-binary,Low,Urban,Hair Oils,Offline,4,Coconut Oil,Brand C,3.9,-0.74,Asia,988000000,New Product Lines
852000000,9.68611976306674,Haircare,Budget,Country-Specific,25-34,Non-binary,Middle,Rural,Shampoos,Offline,8,Aloe Vera,Brand B,1.9,-0.06,Africa,1741000000,Expansion in Asia
180000000,13.3596713822505,Makeup,Premium,Regional,45-54,Non-binary,Middle,Rural,Shampoos,Offline,10,Aloe Vera,Brand A,1.2,0.59,Africa,1658000000,Expansion in Asia
525000000,17.1479044740649,Haircare,Mid-range,Regional,55+,Male,High,Suburban,Hair Oils,E-commerce Platform,2,Turmeric,Brand D,1.7,0.44,North America,1761000000,Sustainability Focus
367000000,12.2400710279438,Makeup,Budget,Country-Specific,35-44,Non-binary,Low,Urban,Soaps,E-commerce Platform,7,Aloe Vera,Brand B,3.2,-0.39,South America,609000000,New Product Lines
839000000,13.5908027234824,Haircare,Budget,Country-Specific,18-24,Prefer not to say,Middle,Rural,Shampoos,Online,3,Coconut Oil,Brand B,4.4,0.34,North America,1849000000,Sustainability Focus
787000000,12.9481624094364,Haircare,Premium,Global,25-34,Female,Middle,Rural,Face Creams,Offline,6,Coconut Oil,Brand C,2.8,0.68,North America,1588000000,Expansion in Asia
307000000,6.5901446410548,Haircare,Premium,Global,18-24,Non-binary,Middle,Urban,Conditioners,Physical Stores,3,Aloe Vera,Brand C,2.2,0.06,Asia,1668000000,New Product Lines
235000000,16.3808785494695,Makeup,Budget,Country-Specific,25-34,Prefer not to say,High,Suburban,Conditioners,Online,4,Rose Water,Brand A,3.4,0.57,Asia,1116000000,Expansion in Asia
282000000,16.6233438068366,Skincare,Budget,Regional,18-24,Prefer not to say,Middle,Suburban,Hair Oils,Physical Stores,3,Aloe Vera,Brand D,1.3,-0.5,South America,1446000000,New Product Lines
411000000,7.86023277064137,Makeup,Mid-range,Global,25-34,Prefer not to say,Low,Urban,Shampoos,Offline,8,Rose Water,Brand B,2.5,-0.8,Europe,1445000000,New Product Lines
686000000,15.8352952680336,Makeup,Mid-range,Regional,18-24,Female,High,Rural,Soaps,Physical Stores,3,Neem,Brand C,4.4,0.1,North America,1229000000,New Product Lines
690000000,19.6109479620771,Makeup,Mid-range,Global,35-44,Non-binary,Low,Suburban,Hair Oils,E-commerce Platform,9,Turmeric,Brand A,2.5,-0.41,Europe,1860000000,Expansion in Asia
596000000,17.3291460468664,Haircare,Mid-range,Global,45-54,Prefer not to say,Middle,Suburban,Conditioners,Online,4,Aloe Vera,Brand B,1.4,0.48,North America,878000000,Expansion in Asia
171000000,7.41557498721992,Haircare,Premium,Country-Specific,35-44,Non-binary,Middle,Rural,Soaps,Physical Stores,6,Aloe Vera,Brand B,4.1,0.71,South America,1041000000,Sustainability Focus
999000000,13.234844016367,Haircare,Mid-range,Global,25-34,Female,Middle,Rural,Conditioners,Offline,10,Turmeric,Brand A,4.1,0.24,North America,1704000000,New Product Lines
